cell_id,latitude,longitude,scientific_name,species_slug,label,label_source,observation_count,source_dataset_count,example_occurrence_id,example_dataset_name,example_event_date
939:2802,3.95,100.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
940:2839,4.05,103.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
940:2906,4.05,110.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
940:2919,4.05,111.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
941:2845,4.15,104.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
941:2924,4.15,112.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
942:2843,4.25,104.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
942:2985,4.25,118.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
943:2798,4.35,99.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
943:2799,4.35,99.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
943:2906,4.35,110.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
943:2910,4.35,111.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
943:2917,4.35,111.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
944:2798,4.45,99.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
944:2836,4.45,103.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
944:2841,4.45,104.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
944:2910,4.45,111.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
944:2927,4.45,112.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
945:2836,4.55,103.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
945:2837,4.55,103.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
945:2851,4.55,105.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
945:2913,4.55,111.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
945:2916,4.55,111.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
946:2790,4.65,99.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
946:2903,4.65,110.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
946:2934,4.65,113.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
947:2800,4.75,100.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
947:2839,4.75,103.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
947:2846,4.75,104.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
948:2846,4.85,104.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
948:2932,4.85,113.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
949:2915,4.95,111.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
949:2917,4.95,111.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
950:2910,5.05,111.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
950:2930,5.05,113.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
952:2905,5.25,110.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
952:2915,5.25,111.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
952:2934,5.25,113.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
952:2952,5.25,115.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
952:2994,5.25,119.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
953:2798,5.35,99.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
953:2800,5.35,100.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
954:2922,5.45,112.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
955:2784,5.55,98.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
955:2850,5.55,105.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
956:2786,5.65,98.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
956:2833,5.65,103.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
956:2908,5.65,110.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
956:2925,5.65,112.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
957:2782,5.75,98.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
957:2944,5.75,114.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
957:2947,5.75,114.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
957:2979,5.75,117.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
958:2788,5.85,98.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
958:2790,5.85,99.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
958:2909,5.85,110.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
958:2953,5.85,115.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
959:2923,5.95,112.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
960:2941,6.05,114.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
961:2908,6.15,110.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
961:2910,6.15,111.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
962:2794,6.25,99.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
962:2845,6.25,104.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
963:2796,6.35,99.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
964:2848,6.45,104.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
964:2949,6.45,114.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
965:2918,6.55,111.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
965:2920,6.55,112.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
965:2955,6.55,115.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
965:2960,6.55,116.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
965:2977,6.55,117.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
966:2959,6.65,115.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
967:2833,6.75,103.35,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
967:2836,6.75,103.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
967:2965,6.75,116.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
968:2839,6.85,103.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
969:2947,6.95,114.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
969:2970,6.95,117.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
971:2965,7.15,116.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2950,7.25,115.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
972:2959,7.25,115.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2831,7.35,103.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2944,7.35,114.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
973:2948,7.35,114.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
974:2971,7.45,117.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2930,7.55,113.05,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2931,7.55,113.15,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2948,7.55,114.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
975:2959,7.55,115.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
976:2936,7.65,113.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
977:2937,7.75,113.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2939,7.85,113.95,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
978:2955,7.85,115.55,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
979:2937,7.95,113.75,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
981:2928,8.15,112.85,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
983:2936,8.35,113.65,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
985:2932,8.55,113.25,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
987:2934,8.75,113.45,Amphiprion ocellaris,ocellaris_clownfish,0,sampled_EEZ_background_not_confirmed_absence,0,0,,,
