cell_id,latitude,longitude
953:2834,5.35,103.45
953:2835,5.35,103.55
953:2836,5.35,103.65
953:2837,5.35,103.75
953:2838,5.35,103.85
953:2839,5.35,103.95
953:2840,5.35,104.05
953:2841,5.35,104.15
953:2842,5.35,104.25
953:2843,5.35,104.35
953:2844,5.35,104.45
953:2845,5.35,104.55
953:2846,5.35,104.65
953:2847,5.35,104.75
953:2848,5.35,104.85
953:2849,5.35,104.95
953:2850,5.35,105.05
953:2851,5.35,105.15
953:2852,5.35,105.25
953:2853,5.35,105.35
953:2854,5.35,105.45
953:2855,5.35,105.55
953:2900,5.35,110.05
953:2901,5.35,110.15
953:2902,5.35,110.25
953:2903,5.35,110.35
953:2904,5.35,110.45
953:2905,5.35,110.55
953:2906,5.35,110.65
953:2907,5.35,110.75
953:2908,5.35,110.85
953:2909,5.35,110.95
953:2910,5.35,111.05
953:2911,5.35,111.15
953:2912,5.35,111.25
953:2913,5.35,111.35
953:2914,5.35,111.45
953:2915,5.35,111.55
953:2916,5.35,111.65
953:2917,5.35,111.75
953:2918,5.35,111.85
953:2919,5.35,111.95
953:2920,5.35,112.05
953:2921,5.35,112.15
953:2922,5.35,112.25
953:2923,5.35,112.35
953:2924,5.35,112.45
953:2925,5.35,112.55
953:2926,5.35,112.65
953:2927,5.35,112.75
953:2928,5.35,112.85
953:2929,5.35,112.95
953:2930,5.35,113.05
953:2931,5.35,113.15
953:2932,5.35,113.25
953:2933,5.35,113.35
953:2948,5.35,114.85
953:2949,5.35,114.95
953:2950,5.35,115.05
953:2951,5.35,115.15
953:2952,5.35,115.25
953:2953,5.35,115.35
953:2993,5.35,119.35
953:2994,5.35,119.45
954:2783,5.45,98.35
954:2784,5.45,98.45
954:2785,5.45,98.55
954:2786,5.45,98.65
954:2787,5.45,98.75
954:2788,5.45,98.85
954:2789,5.45,98.95
954:2790,5.45,99.05
954:2791,5.45,99.15
954:2792,5.45,99.25
954:2793,5.45,99.35
954:2794,5.45,99.45
954:2795,5.45,99.55
954:2796,5.45,99.65
954:2797,5.45,99.75
954:2798,5.45,99.85
954:2799,5.45,99.95
954:2800,5.45,100.05
954:2801,5.45,100.15
954:2803,5.45,100.35
954:2830,5.45,103.05
954:2831,5.45,103.15
954:2832,5.45,103.25
954:2833,5.45,103.35
954:2834,5.45,103.45
954:2835,5.45,103.55
954:2836,5.45,103.65
954:2837,5.45,103.75
954:2838,5.45,103.85
954:2839,5.45,103.95
954:2840,5.45,104.05
954:2841,5.45,104.15
954:2842,5.45,104.25
954:2843,5.45,104.35
954:2844,5.45,104.45
954:2845,5.45,104.55
954:2846,5.45,104.65
954:2847,5.45,104.75
954:2848,5.45,104.85
954:2849,5.45,104.95
954:2850,5.45,105.05
954:2851,5.45,105.15
954:2852,5.45,105.25
954:2853,5.45,105.35
954:2854,5.45,105.45
954:2855,5.45,105.55
954:2856,5.45,105.65
954:2900,5.45,110.05
954:2901,5.45,110.15
954:2902,5.45,110.25
954:2903,5.45,110.35
954:2904,5.45,110.45
954:2905,5.45,110.55
954:2906,5.45,110.65
954:2907,5.45,110.75
954:2908,5.45,110.85
954:2909,5.45,110.95
954:2910,5.45,111.05
954:2911,5.45,111.15
954:2912,5.45,111.25
954:2913,5.45,111.35
954:2914,5.45,111.45
954:2915,5.45,111.55
954:2916,5.45,111.65
954:2917,5.45,111.75
954:2918,5.45,111.85
954:2919,5.45,111.95
954:2920,5.45,112.05
954:2921,5.45,112.15
954:2922,5.45,112.25
954:2923,5.45,112.35
954:2924,5.45,112.45
954:2925,5.45,112.55
954:2926,5.45,112.65
954:2927,5.45,112.75
954:2928,5.45,112.85
954:2929,5.45,112.95
954:2930,5.45,113.05
954:2931,5.45,113.15
954:2932,5.45,113.25
954:2947,5.45,114.75
954:2948,5.45,114.85
954:2949,5.45,114.95
954:2950,5.45,115.05
954:2951,5.45,115.15
954:2952,5.45,115.25
954:2953,5.45,115.35
954:2989,5.45,118.95
954:2990,5.45,119.05
954:2992,5.45,119.25
954:2993,5.45,119.35
954:2994,5.45,119.45
955:2782,5.55,98.25
955:2783,5.55,98.35
955:2784,5.55,98.45
955:2785,5.55,98.55
955:2786,5.55,98.65
955:2787,5.55,98.75
955:2788,5.55,98.85
955:2789,5.55,98.95
955:2790,5.55,99.05
955:2791,5.55,99.15
955:2792,5.55,99.25
955:2793,5.55,99.35
955:2794,5.55,99.45
955:2795,5.55,99.55
955:2796,5.55,99.65
955:2797,5.55,99.75
955:2798,5.55,99.85
955:2799,5.55,99.95
955:2800,5.55,100.05
955:2801,5.55,100.15
955:2802,5.55,100.25
955:2803,5.55,100.35
955:2829,5.55,102.95
955:2830,5.55,103.05
955:2831,5.55,103.15
955:2832,5.55,103.25
955:2833,5.55,103.35
955:2834,5.55,103.45
955:2835,5.55,103.55
955:2836,5.55,103.65
955:2837,5.55,103.75
955:2838,5.55,103.85
955:2839,5.55,103.95
955:2840,5.55,104.05
955:2841,5.55,104.15
955:2842,5.55,104.25
955:2843,5.55,104.35
955:2844,5.55,104.45
955:2845,5.55,104.55
955:2846,5.55,104.65
955:2847,5.55,104.75
955:2848,5.55,104.85
955:2849,5.55,104.95
955:2850,5.55,105.05
955:2851,5.55,105.15
955:2852,5.55,105.25
955:2853,5.55,105.35
955:2854,5.55,105.45
955:2855,5.55,105.55
955:2856,5.55,105.65
955:2900,5.55,110.05
955:2901,5.55,110.15
955:2902,5.55,110.25
955:2903,5.55,110.35
955:2904,5.55,110.45
955:2905,5.55,110.55
955:2906,5.55,110.65
955:2907,5.55,110.75
955:2908,5.55,110.85
955:2909,5.55,110.95
955:2910,5.55,111.05
955:2911,5.55,111.15
955:2912,5.55,111.25
955:2913,5.55,111.35
955:2914,5.55,111.45
955:2915,5.55,111.55
955:2916,5.55,111.65
955:2917,5.55,111.75
955:2918,5.55,111.85
955:2919,5.55,111.95
955:2920,5.55,112.05
955:2921,5.55,112.15
955:2922,5.55,112.25
955:2923,5.55,112.35
955:2924,5.55,112.45
955:2925,5.55,112.55
955:2926,5.55,112.65
955:2927,5.55,112.75
955:2928,5.55,112.85
955:2929,5.55,112.95
955:2930,5.55,113.05
955:2931,5.55,113.15
955:2946,5.55,114.65
955:2947,5.55,114.75
955:2948,5.55,114.85
955:2949,5.55,114.95
955:2950,5.55,115.05
955:2951,5.55,115.15
955:2952,5.55,115.25
955:2953,5.55,115.35
955:2954,5.55,115.45
955:2955,5.55,115.55
955:2956,5.55,115.65
955:2957,5.55,115.75
955:2985,5.55,118.55
955:2987,5.55,118.75
955:2988,5.55,118.85
955:2989,5.55,118.95
955:2990,5.55,119.05
955:2991,5.55,119.15
955:2992,5.55,119.25
955:2993,5.55,119.35
956:2782,5.65,98.25
956:2783,5.65,98.35
956:2784,5.65,98.45
956:2785,5.65,98.55
956:2786,5.65,98.65
956:2787,5.65,98.75
956:2788,5.65,98.85
956:2789,5.65,98.95
956:2790,5.65,99.05
956:2791,5.65,99.15
956:2792,5.65,99.25
956:2793,5.65,99.35
956:2794,5.65,99.45
956:2795,5.65,99.55
956:2796,5.65,99.65
956:2797,5.65,99.75
956:2798,5.65,99.85
956:2799,5.65,99.95
956:2800,5.65,100.05
956:2801,5.65,100.15
956:2802,5.65,100.25
956:2828,5.65,102.85
956:2829,5.65,102.95
956:2830,5.65,103.05
956:2831,5.65,103.15
956:2832,5.65,103.25
956:2833,5.65,103.35
956:2834,5.65,103.45
956:2835,5.65,103.55
956:2836,5.65,103.65
956:2837,5.65,103.75
956:2838,5.65,103.85
956:2839,5.65,103.95
956:2840,5.65,104.05
956:2841,5.65,104.15
956:2842,5.65,104.25
956:2843,5.65,104.35
956:2844,5.65,104.45
956:2845,5.65,104.55
956:2846,5.65,104.65
956:2847,5.65,104.75
956:2848,5.65,104.85
956:2849,5.65,104.95
956:2850,5.65,105.05
956:2851,5.65,105.15
956:2852,5.65,105.25
956:2853,5.65,105.35
956:2854,5.65,105.45
956:2855,5.65,105.55
956:2856,5.65,105.65
956:2857,5.65,105.75
956:2899,5.65,109.95
956:2900,5.65,110.05
956:2901,5.65,110.15
956:2902,5.65,110.25
956:2903,5.65,110.35
956:2904,5.65,110.45
956:2905,5.65,110.55
956:2906,5.65,110.65
956:2907,5.65,110.75
956:2908,5.65,110.85
956:2909,5.65,110.95
956:2910,5.65,111.05
956:2911,5.65,111.15
956:2912,5.65,111.25
956:2913,5.65,111.35
956:2914,5.65,111.45
956:2915,5.65,111.55
956:2916,5.65,111.65
956:2917,5.65,111.75
956:2918,5.65,111.85
956:2919,5.65,111.95
956:2920,5.65,112.05
956:2921,5.65,112.15
956:2922,5.65,112.25
956:2923,5.65,112.35
956:2924,5.65,112.45
956:2925,5.65,112.55
956:2926,5.65,112.65
956:2927,5.65,112.75
956:2928,5.65,112.85
956:2929,5.65,112.95
956:2930,5.65,113.05
956:2945,5.65,114.55
956:2946,5.65,114.65
956:2947,5.65,114.75
956:2948,5.65,114.85
956:2949,5.65,114.95
956:2950,5.65,115.05
956:2951,5.65,115.15
956:2952,5.65,115.25
956:2953,5.65,115.35
956:2954,5.65,115.45
956:2955,5.65,115.55
956:2956,5.65,115.65
956:2957,5.65,115.75
956:2958,5.65,115.85
956:2986,5.65,118.65
956:2987,5.65,118.75
956:2988,5.65,118.85
956:2989,5.65,118.95
956:2990,5.65,119.05
956:2991,5.65,119.15
956:2992,5.65,119.25
957:2781,5.75,98.15
957:2782,5.75,98.25
957:2783,5.75,98.35
957:2784,5.75,98.45
957:2785,5.75,98.55
957:2786,5.75,98.65
957:2787,5.75,98.75
957:2788,5.75,98.85
957:2789,5.75,98.95
957:2790,5.75,99.05
957:2791,5.75,99.15
957:2792,5.75,99.25
957:2793,5.75,99.35
957:2794,5.75,99.45
957:2795,5.75,99.55
957:2796,5.75,99.65
957:2797,5.75,99.75
957:2798,5.75,99.85
957:2799,5.75,99.95
957:2800,5.75,100.05
957:2801,5.75,100.15
957:2802,5.75,100.25
957:2803,5.75,100.35
957:2827,5.75,102.75
957:2828,5.75,102.85
957:2829,5.75,102.95
957:2830,5.75,103.05
957:2831,5.75,103.15
957:2832,5.75,103.25
957:2833,5.75,103.35
957:2834,5.75,103.45
957:2835,5.75,103.55
957:2836,5.75,103.65
957:2837,5.75,103.75
957:2838,5.75,103.85
957:2839,5.75,103.95
957:2840,5.75,104.05
957:2841,5.75,104.15
957:2842,5.75,104.25
957:2843,5.75,104.35
957:2844,5.75,104.45
957:2845,5.75,104.55
957:2846,5.75,104.65
957:2847,5.75,104.75
957:2848,5.75,104.85
957:2849,5.75,104.95
957:2850,5.75,105.05
957:2851,5.75,105.15
957:2852,5.75,105.25
957:2853,5.75,105.35
957:2854,5.75,105.45
957:2855,5.75,105.55
957:2856,5.75,105.65
957:2857,5.75,105.75
957:2899,5.75,109.95
957:2900,5.75,110.05
957:2901,5.75,110.15
957:2902,5.75,110.25
957:2903,5.75,110.35
957:2904,5.75,110.45
957:2905,5.75,110.55
957:2906,5.75,110.65
957:2907,5.75,110.75
957:2908,5.75,110.85
957:2909,5.75,110.95
957:2910,5.75,111.05
957:2911,5.75,111.15
957:2912,5.75,111.25
957:2913,5.75,111.35
957:2914,5.75,111.45
957:2915,5.75,111.55
957:2916,5.75,111.65
957:2917,5.75,111.75
957:2918,5.75,111.85
957:2919,5.75,111.95
957:2920,5.75,112.05
957:2921,5.75,112.15
957:2922,5.75,112.25
957:2923,5.75,112.35
957:2924,5.75,112.45
957:2925,5.75,112.55
957:2926,5.75,112.65
957:2927,5.75,112.75
957:2928,5.75,112.85
957:2929,5.75,112.95
957:2944,5.75,114.45
957:2945,5.75,114.55
957:2946,5.75,114.65
957:2947,5.75,114.75
957:2948,5.75,114.85
957:2949,5.75,114.95
957:2950,5.75,115.05
957:2951,5.75,115.15
957:2952,5.75,115.25
957:2953,5.75,115.35
957:2954,5.75,115.45
957:2955,5.75,115.55
957:2956,5.75,115.65
957:2957,5.75,115.75
957:2958,5.75,115.85
957:2979,5.75,117.95
957:2980,5.75,118.05
957:2981,5.75,118.15
957:2985,5.75,118.55
957:2986,5.75,118.65
957:2987,5.75,118.75
957:2988,5.75,118.85
957:2989,5.75,118.95
958:2781,5.85,98.15
958:2782,5.85,98.25
958:2783,5.85,98.35
958:2784,5.85,98.45
958:2785,5.85,98.55
958:2786,5.85,98.65
958:2787,5.85,98.75
958:2788,5.85,98.85
958:2789,5.85,98.95
958:2790,5.85,99.05
958:2791,5.85,99.15
958:2792,5.85,99.25
958:2793,5.85,99.35
958:2794,5.85,99.45
958:2795,5.85,99.55
958:2796,5.85,99.65
958:2797,5.85,99.75
958:2798,5.85,99.85
958:2799,5.85,99.95
958:2800,5.85,100.05
958:2801,5.85,100.15
958:2802,5.85,100.25
958:2803,5.85,100.35
958:2825,5.85,102.55
958:2826,5.85,102.65
958:2827,5.85,102.75
958:2828,5.85,102.85
958:2829,5.85,102.95
958:2830,5.85,103.05
958:2831,5.85,103.15
958:2832,5.85,103.25
958:2833,5.85,103.35
958:2834,5.85,103.45
958:2835,5.85,103.55
958:2836,5.85,103.65
958:2837,5.85,103.75
958:2838,5.85,103.85
958:2839,5.85,103.95
958:2840,5.85,104.05
958:2841,5.85,104.15
958:2842,5.85,104.25
958:2843,5.85,104.35
958:2844,5.85,104.45
958:2845,5.85,104.55
958:2846,5.85,104.65
958:2847,5.85,104.75
958:2848,5.85,104.85
958:2849,5.85,104.95
958:2850,5.85,105.05
958:2851,5.85,105.15
958:2852,5.85,105.25
958:2853,5.85,105.35
958:2854,5.85,105.45
958:2855,5.85,105.55
958:2856,5.85,105.65
958:2857,5.85,105.75
958:2898,5.85,109.85
958:2899,5.85,109.95
958:2900,5.85,110.05
958:2901,5.85,110.15
958:2902,5.85,110.25
958:2903,5.85,110.35
958:2904,5.85,110.45
958:2905,5.85,110.55
958:2906,5.85,110.65
958:2907,5.85,110.75
958:2908,5.85,110.85
958:2909,5.85,110.95
958:2910,5.85,111.05
958:2911,5.85,111.15
958:2912,5.85,111.25
958:2913,5.85,111.35
958:2914,5.85,111.45
958:2915,5.85,111.55
958:2916,5.85,111.65
958:2917,5.85,111.75
958:2918,5.85,111.85
958:2919,5.85,111.95
958:2920,5.85,112.05
958:2921,5.85,112.15
958:2922,5.85,112.25
958:2923,5.85,112.35
958:2924,5.85,112.45
958:2925,5.85,112.55
958:2926,5.85,112.65
958:2927,5.85,112.75
958:2928,5.85,112.85
958:2943,5.85,114.35
958:2944,5.85,114.45
958:2945,5.85,114.55
958:2946,5.85,114.65
958:2947,5.85,114.75
958:2948,5.85,114.85
958:2949,5.85,114.95
958:2950,5.85,115.05
958:2951,5.85,115.15
958:2952,5.85,115.25
958:2953,5.85,115.35
958:2954,5.85,115.45
958:2955,5.85,115.55
958:2956,5.85,115.65
958:2957,5.85,115.75
958:2958,5.85,115.85
958:2959,5.85,115.95
958:2981,5.85,118.15
958:2982,5.85,118.25
958:2983,5.85,118.35
958:2984,5.85,118.45
958:2985,5.85,118.55
958:2986,5.85,118.65
958:2987,5.85,118.75
959:2780,5.95,98.05
959:2781,5.95,98.15
959:2782,5.95,98.25
959:2783,5.95,98.35
959:2784,5.95,98.45
959:2785,5.95,98.55
959:2786,5.95,98.65
959:2787,5.95,98.75
959:2788,5.95,98.85
959:2789,5.95,98.95
959:2790,5.95,99.05
959:2791,5.95,99.15
959:2792,5.95,99.25
959:2793,5.95,99.35
959:2794,5.95,99.45
959:2795,5.95,99.55
959:2796,5.95,99.65
959:2797,5.95,99.75
959:2798,5.95,99.85
959:2799,5.95,99.95
959:2800,5.95,100.05
959:2801,5.95,100.15
959:2802,5.95,100.25
959:2803,5.95,100.35
959:2825,5.95,102.55
959:2826,5.95,102.65
959:2827,5.95,102.75
959:2828,5.95,102.85
959:2829,5.95,102.95
959:2830,5.95,103.05
959:2831,5.95,103.15
959:2832,5.95,103.25
959:2833,5.95,103.35
959:2834,5.95,103.45
959:2835,5.95,103.55
959:2836,5.95,103.65
959:2837,5.95,103.75
959:2838,5.95,103.85
959:2839,5.95,103.95
959:2840,5.95,104.05
959:2841,5.95,104.15
959:2842,5.95,104.25
959:2843,5.95,104.35
959:2844,5.95,104.45
959:2845,5.95,104.55
959:2846,5.95,104.65
959:2847,5.95,104.75
959:2848,5.95,104.85
959:2849,5.95,104.95
959:2850,5.95,105.05
959:2851,5.95,105.15
959:2852,5.95,105.25
959:2853,5.95,105.35
959:2854,5.95,105.45
959:2855,5.95,105.55
959:2856,5.95,105.65
959:2857,5.95,105.75
959:2898,5.95,109.85
959:2899,5.95,109.95
959:2900,5.95,110.05
959:2901,5.95,110.15
959:2902,5.95,110.25
959:2903,5.95,110.35
959:2904,5.95,110.45
959:2905,5.95,110.55
959:2906,5.95,110.65
959:2907,5.95,110.75
959:2908,5.95,110.85
959:2909,5.95,110.95
959:2910,5.95,111.05
959:2911,5.95,111.15
959:2912,5.95,111.25
959:2913,5.95,111.35
959:2914,5.95,111.45
959:2915,5.95,111.55
959:2916,5.95,111.65
959:2917,5.95,111.75
959:2918,5.95,111.85
959:2919,5.95,111.95
959:2920,5.95,112.05
959:2921,5.95,112.15
959:2922,5.95,112.25
959:2923,5.95,112.35
959:2924,5.95,112.45
959:2925,5.95,112.55
959:2926,5.95,112.65
959:2927,5.95,112.75
959:2942,5.95,114.25
959:2943,5.95,114.35
959:2944,5.95,114.45
959:2945,5.95,114.55
959:2946,5.95,114.65
959:2947,5.95,114.75
959:2948,5.95,114.85
959:2949,5.95,114.95
959:2950,5.95,115.05
959:2951,5.95,115.15
959:2952,5.95,115.25
959:2953,5.95,115.35
959:2954,5.95,115.45
959:2955,5.95,115.55
959:2956,5.95,115.65
959:2957,5.95,115.75
959:2958,5.95,115.85
959:2959,5.95,115.95
959:2977,5.95,117.75
959:2978,5.95,117.85
959:2981,5.95,118.15
959:2982,5.95,118.25
959:2983,5.95,118.35
959:2984,5.95,118.45
959:2985,5.95,118.55
960:2783,6.05,98.35
960:2784,6.05,98.45
960:2785,6.05,98.55
960:2786,6.05,98.65
960:2787,6.05,98.75
960:2788,6.05,98.85
960:2789,6.05,98.95
960:2790,6.05,99.05
960:2791,6.05,99.15
960:2792,6.05,99.25
960:2793,6.05,99.35
960:2794,6.05,99.45
960:2795,6.05,99.55
960:2796,6.05,99.65
960:2797,6.05,99.75
960:2798,6.05,99.85
960:2799,6.05,99.95
960:2800,6.05,100.05
960:2801,6.05,100.15
960:2802,6.05,100.25
960:2824,6.05,102.45
960:2825,6.05,102.55
960:2826,6.05,102.65
960:2827,6.05,102.75
960:2828,6.05,102.85
960:2829,6.05,102.95
960:2830,6.05,103.05
960:2831,6.05,103.15
960:2832,6.05,103.25
960:2833,6.05,103.35
960:2834,6.05,103.45
960:2835,6.05,103.55
960:2836,6.05,103.65
960:2837,6.05,103.75
960:2838,6.05,103.85
960:2839,6.05,103.95
960:2840,6.05,104.05
960:2841,6.05,104.15
960:2842,6.05,104.25
960:2843,6.05,104.35
960:2844,6.05,104.45
960:2845,6.05,104.55
960:2846,6.05,104.65
960:2847,6.05,104.75
960:2848,6.05,104.85
960:2849,6.05,104.95
960:2850,6.05,105.05
960:2851,6.05,105.15
960:2852,6.05,105.25
960:2853,6.05,105.35
960:2854,6.05,105.45
960:2855,6.05,105.55
960:2856,6.05,105.65
960:2857,6.05,105.75
960:2898,6.05,109.85
960:2899,6.05,109.95
960:2900,6.05,110.05
960:2901,6.05,110.15
960:2902,6.05,110.25
960:2903,6.05,110.35
960:2904,6.05,110.45
960:2905,6.05,110.55
960:2906,6.05,110.65
960:2907,6.05,110.75
960:2908,6.05,110.85
960:2909,6.05,110.95
960:2910,6.05,111.05
960:2911,6.05,111.15
960:2912,6.05,111.25
960:2913,6.05,111.35
960:2914,6.05,111.45
960:2915,6.05,111.55
960:2916,6.05,111.65
960:2917,6.05,111.75
960:2918,6.05,111.85
960:2919,6.05,111.95
960:2920,6.05,112.05
960:2921,6.05,112.15
960:2922,6.05,112.25
960:2923,6.05,112.35
960:2924,6.05,112.45
960:2925,6.05,112.55
960:2926,6.05,112.65
960:2941,6.05,114.15
960:2942,6.05,114.25
960:2943,6.05,114.35
960:2944,6.05,114.45
960:2945,6.05,114.55
960:2946,6.05,114.65
960:2947,6.05,114.75
960:2948,6.05,114.85
960:2949,6.05,114.95
960:2950,6.05,115.05
960:2951,6.05,115.15
960:2952,6.05,115.25
960:2953,6.05,115.35
960:2954,6.05,115.45
960:2955,6.05,115.55
960:2956,6.05,115.65
960:2957,6.05,115.75
960:2958,6.05,115.85
960:2959,6.05,115.95
960:2960,6.05,116.05
960:2976,6.05,117.65
960:2977,6.05,117.75
960:2978,6.05,117.85
960:2979,6.05,117.95
960:2980,6.05,118.05
960:2981,6.05,118.15
960:2982,6.05,118.25
961:2786,6.15,98.65
961:2787,6.15,98.75
961:2788,6.15,98.85
961:2789,6.15,98.95
961:2790,6.15,99.05
961:2791,6.15,99.15
961:2792,6.15,99.25
961:2793,6.15,99.35
961:2794,6.15,99.45
961:2795,6.15,99.55
961:2796,6.15,99.65
961:2797,6.15,99.75
961:2798,6.15,99.85
961:2799,6.15,99.95
961:2800,6.15,100.05
961:2801,6.15,100.15
961:2802,6.15,100.25
961:2824,6.15,102.45
961:2825,6.15,102.55
961:2826,6.15,102.65
961:2827,6.15,102.75
961:2828,6.15,102.85
961:2829,6.15,102.95
961:2830,6.15,103.05
961:2831,6.15,103.15
961:2832,6.15,103.25
961:2833,6.15,103.35
961:2834,6.15,103.45
961:2835,6.15,103.55
961:2836,6.15,103.65
961:2837,6.15,103.75
961:2838,6.15,103.85
961:2839,6.15,103.95
961:2840,6.15,104.05
961:2841,6.15,104.15
961:2842,6.15,104.25
961:2843,6.15,104.35
961:2844,6.15,104.45
961:2845,6.15,104.55
961:2846,6.15,104.65
961:2847,6.15,104.75
961:2848,6.15,104.85
961:2849,6.15,104.95
961:2850,6.15,105.05
961:2851,6.15,105.15
961:2852,6.15,105.25
961:2853,6.15,105.35
961:2854,6.15,105.45
961:2855,6.15,105.55
961:2899,6.15,109.95
961:2900,6.15,110.05
961:2901,6.15,110.15
961:2902,6.15,110.25
961:2903,6.15,110.35
961:2904,6.15,110.45
961:2905,6.15,110.55
961:2906,6.15,110.65
961:2907,6.15,110.75
961:2908,6.15,110.85
961:2909,6.15,110.95
961:2910,6.15,111.05
961:2911,6.15,111.15
961:2912,6.15,111.25
961:2913,6.15,111.35
961:2914,6.15,111.45
961:2915,6.15,111.55
961:2916,6.15,111.65
961:2917,6.15,111.75
961:2918,6.15,111.85
961:2919,6.15,111.95
961:2920,6.15,112.05
961:2921,6.15,112.15
961:2922,6.15,112.25
961:2923,6.15,112.35
961:2924,6.15,112.45
961:2925,6.15,112.55
961:2940,6.15,114.05
961:2941,6.15,114.15
961:2942,6.15,114.25
961:2943,6.15,114.35
961:2944,6.15,114.45
961:2945,6.15,114.55
961:2946,6.15,114.65
961:2947,6.15,114.75
961:2948,6.15,114.85
961:2949,6.15,114.95
961:2950,6.15,115.05
961:2951,6.15,115.15
961:2952,6.15,115.25
961:2953,6.15,115.35
961:2954,6.15,115.45
961:2955,6.15,115.55
961:2956,6.15,115.65
961:2957,6.15,115.75
961:2958,6.15,115.85
961:2959,6.15,115.95
961:2960,6.15,116.05
961:2976,6.15,117.65
961:2977,6.15,117.75
961:2978,6.15,117.85
961:2979,6.15,117.95
961:2980,6.15,118.05
961:2981,6.15,118.15
962:2790,6.25,99.05
962:2791,6.25,99.15
962:2792,6.25,99.25
962:2793,6.25,99.35
962:2794,6.25,99.45
962:2795,6.25,99.55
962:2796,6.25,99.65
962:2797,6.25,99.75
962:2799,6.25,99.95
962:2800,6.25,100.05
962:2801,6.25,100.15
962:2821,6.25,102.15
962:2822,6.25,102.25
962:2823,6.25,102.35
962:2824,6.25,102.45
962:2825,6.25,102.55
962:2826,6.25,102.65
962:2827,6.25,102.75
962:2828,6.25,102.85
962:2829,6.25,102.95
962:2830,6.25,103.05
962:2831,6.25,103.15
962:2832,6.25,103.25
962:2833,6.25,103.35
962:2834,6.25,103.45
962:2835,6.25,103.55
962:2836,6.25,103.65
962:2837,6.25,103.75
962:2838,6.25,103.85
962:2839,6.25,103.95
962:2840,6.25,104.05
962:2841,6.25,104.15
962:2842,6.25,104.25
962:2843,6.25,104.35
962:2844,6.25,104.45
962:2845,6.25,104.55
962:2846,6.25,104.65
962:2847,6.25,104.75
962:2848,6.25,104.85
962:2849,6.25,104.95
962:2850,6.25,105.05
962:2851,6.25,105.15
962:2852,6.25,105.25
962:2853,6.25,105.35
962:2902,6.25,110.25
962:2903,6.25,110.35
962:2904,6.25,110.45
962:2905,6.25,110.55
962:2906,6.25,110.65
962:2907,6.25,110.75
962:2908,6.25,110.85
962:2909,6.25,110.95
962:2910,6.25,111.05
962:2911,6.25,111.15
962:2912,6.25,111.25
962:2913,6.25,111.35
962:2914,6.25,111.45
962:2915,6.25,111.55
962:2916,6.25,111.65
962:2917,6.25,111.75
962:2918,6.25,111.85
962:2919,6.25,111.95
962:2920,6.25,112.05
962:2921,6.25,112.15
962:2922,6.25,112.25
962:2923,6.25,112.35
962:2924,6.25,112.45
962:2939,6.25,113.95
962:2940,6.25,114.05
962:2941,6.25,114.15
962:2942,6.25,114.25
962:2943,6.25,114.35
962:2944,6.25,114.45
962:2945,6.25,114.55
962:2946,6.25,114.65
962:2947,6.25,114.75
962:2948,6.25,114.85
962:2949,6.25,114.95
962:2950,6.25,115.05
962:2951,6.25,115.15
962:2952,6.25,115.25
962:2953,6.25,115.35
962:2954,6.25,115.45
962:2955,6.25,115.55
962:2956,6.25,115.65
962:2957,6.25,115.75
962:2958,6.25,115.85
962:2959,6.25,115.95
962:2960,6.25,116.05
962:2961,6.25,116.15
962:2962,6.25,116.25
962:2977,6.25,117.75
962:2978,6.25,117.85
962:2979,6.25,117.95
963:2795,6.35,99.55
963:2796,6.35,99.65
963:2799,6.35,99.95
963:2800,6.35,100.05
963:2821,6.35,102.15
963:2822,6.35,102.25
963:2823,6.35,102.35
963:2824,6.35,102.45
963:2825,6.35,102.55
963:2826,6.35,102.65
963:2827,6.35,102.75
963:2828,6.35,102.85
963:2829,6.35,102.95
963:2830,6.35,103.05
963:2831,6.35,103.15
963:2832,6.35,103.25
963:2833,6.35,103.35
963:2834,6.35,103.45
963:2835,6.35,103.55
963:2836,6.35,103.65
963:2837,6.35,103.75
963:2838,6.35,103.85
963:2839,6.35,103.95
963:2840,6.35,104.05
963:2841,6.35,104.15
963:2842,6.35,104.25
963:2843,6.35,104.35
963:2844,6.35,104.45
963:2845,6.35,104.55
963:2846,6.35,104.65
963:2847,6.35,104.75
963:2848,6.35,104.85
963:2849,6.35,104.95
963:2850,6.35,105.05
963:2909,6.35,110.95
963:2910,6.35,111.05
963:2911,6.35,111.15
963:2912,6.35,111.25
963:2913,6.35,111.35
963:2914,6.35,111.45
963:2915,6.35,111.55
963:2916,6.35,111.65
963:2917,6.35,111.75
963:2918,6.35,111.85
963:2919,6.35,111.95
963:2920,6.35,112.05
963:2921,6.35,112.15
963:2922,6.35,112.25
963:2923,6.35,112.35
963:2938,6.35,113.85
963:2939,6.35,113.95
963:2940,6.35,114.05
963:2941,6.35,114.15
963:2942,6.35,114.25
963:2943,6.35,114.35
963:2944,6.35,114.45
963:2945,6.35,114.55
963:2946,6.35,114.65
963:2947,6.35,114.75
963:2948,6.35,114.85
963:2949,6.35,114.95
963:2950,6.35,115.05
963:2951,6.35,115.15
963:2952,6.35,115.25
963:2953,6.35,115.35
963:2954,6.35,115.45
963:2955,6.35,115.55
963:2956,6.35,115.65
963:2957,6.35,115.75
963:2958,6.35,115.85
963:2959,6.35,115.95
963:2960,6.35,116.05
963:2961,6.35,116.15
963:2962,6.35,116.25
963:2977,6.35,117.75
