cell_id,latitude,longitude
939:2988,3.95,118.85
939:2989,3.95,118.95
939:2990,3.95,119.05
939:2991,3.95,119.15
939:2992,3.95,119.25
940:2797,4.05,99.75
940:2798,4.05,99.85
940:2799,4.05,99.95
940:2800,4.05,100.05
940:2801,4.05,100.15
940:2802,4.05,100.25
940:2803,4.05,100.35
940:2804,4.05,100.45
940:2805,4.05,100.55
940:2806,4.05,100.65
940:2807,4.05,100.75
940:2834,4.05,103.45
940:2835,4.05,103.55
940:2836,4.05,103.65
940:2837,4.05,103.75
940:2838,4.05,103.85
940:2839,4.05,103.95
940:2840,4.05,104.05
940:2841,4.05,104.15
940:2842,4.05,104.25
940:2843,4.05,104.35
940:2844,4.05,104.45
940:2845,4.05,104.55
940:2846,4.05,104.65
940:2847,4.05,104.75
940:2848,4.05,104.85
940:2900,4.05,110.05
940:2901,4.05,110.15
940:2902,4.05,110.25
940:2903,4.05,110.35
940:2904,4.05,110.45
940:2905,4.05,110.55
940:2906,4.05,110.65
940:2907,4.05,110.75
940:2908,4.05,110.85
940:2909,4.05,110.95
940:2910,4.05,111.05
940:2911,4.05,111.15
940:2912,4.05,111.25
940:2913,4.05,111.35
940:2914,4.05,111.45
940:2915,4.05,111.55
940:2916,4.05,111.65
940:2917,4.05,111.75
940:2918,4.05,111.85
940:2919,4.05,111.95
940:2920,4.05,112.05
940:2921,4.05,112.15
940:2922,4.05,112.25
940:2923,4.05,112.35
940:2924,4.05,112.45
940:2925,4.05,112.55
940:2926,4.05,112.65
940:2927,4.05,112.75
940:2928,4.05,112.85
940:2929,4.05,112.95
940:2930,4.05,113.05
940:2931,4.05,113.15
940:2932,4.05,113.25
940:2933,4.05,113.35
940:2934,4.05,113.45
940:2935,4.05,113.55
940:2936,4.05,113.65
940:2937,4.05,113.75
940:2982,4.05,118.25
940:2983,4.05,118.35
940:2984,4.05,118.45
940:2985,4.05,118.55
940:2986,4.05,118.65
940:2987,4.05,118.75
940:2988,4.05,118.85
940:2989,4.05,118.95
940:2990,4.05,119.05
940:2991,4.05,119.15
941:2796,4.15,99.65
941:2797,4.15,99.75
941:2798,4.15,99.85
941:2799,4.15,99.95
941:2800,4.15,100.05
941:2801,4.15,100.15
941:2802,4.15,100.25
941:2803,4.15,100.35
941:2804,4.15,100.45
941:2805,4.15,100.55
941:2806,4.15,100.65
941:2834,4.15,103.45
941:2835,4.15,103.55
941:2836,4.15,103.65
941:2837,4.15,103.75
941:2838,4.15,103.85
941:2839,4.15,103.95
941:2840,4.15,104.05
941:2841,4.15,104.15
941:2842,4.15,104.25
941:2843,4.15,104.35
941:2844,4.15,104.45
941:2845,4.15,104.55
941:2846,4.15,104.65
941:2847,4.15,104.75
941:2848,4.15,104.85
941:2900,4.15,110.05
941:2901,4.15,110.15
941:2902,4.15,110.25
941:2903,4.15,110.35
941:2904,4.15,110.45
941:2905,4.15,110.55
941:2906,4.15,110.65
941:2907,4.15,110.75
941:2908,4.15,110.85
941:2909,4.15,110.95
941:2910,4.15,111.05
941:2911,4.15,111.15
941:2912,4.15,111.25
941:2913,4.15,111.35
941:2914,4.15,111.45
941:2915,4.15,111.55
941:2916,4.15,111.65
941:2917,4.15,111.75
941:2918,4.15,111.85
941:2919,4.15,111.95
941:2920,4.15,112.05
941:2921,4.15,112.15
941:2922,4.15,112.25
941:2923,4.15,112.35
941:2924,4.15,112.45
941:2925,4.15,112.55
941:2926,4.15,112.65
941:2927,4.15,112.75
941:2928,4.15,112.85
941:2929,4.15,112.95
941:2930,4.15,113.05
941:2931,4.15,113.15
941:2932,4.15,113.25
941:2933,4.15,113.35
941:2934,4.15,113.45
941:2935,4.15,113.55
941:2936,4.15,113.65
941:2937,4.15,113.75
941:2980,4.15,118.05
941:2981,4.15,118.15
941:2982,4.15,118.25
941:2983,4.15,118.35
941:2984,4.15,118.45
941:2985,4.15,118.55
941:2986,4.15,118.65
941:2987,4.15,118.75
941:2988,4.15,118.85
941:2989,4.15,118.95
941:2990,4.15,119.05
941:2991,4.15,119.15
942:2794,4.25,99.45
942:2795,4.25,99.55
942:2796,4.25,99.65
942:2797,4.25,99.75
942:2798,4.25,99.85
942:2799,4.25,99.95
942:2800,4.25,100.05
942:2801,4.25,100.15
942:2802,4.25,100.25
942:2803,4.25,100.35
942:2804,4.25,100.45
942:2806,4.25,100.65
942:2835,4.25,103.55
942:2836,4.25,103.65
942:2837,4.25,103.75
942:2838,4.25,103.85
942:2839,4.25,103.95
942:2840,4.25,104.05
942:2841,4.25,104.15
942:2842,4.25,104.25
942:2843,4.25,104.35
942:2844,4.25,104.45
942:2845,4.25,104.55
942:2846,4.25,104.65
942:2847,4.25,104.75
942:2848,4.25,104.85
942:2849,4.25,104.95
942:2900,4.25,110.05
942:2901,4.25,110.15
942:2902,4.25,110.25
942:2903,4.25,110.35
942:2904,4.25,110.45
942:2905,4.25,110.55
942:2906,4.25,110.65
942:2907,4.25,110.75
942:2908,4.25,110.85
942:2909,4.25,110.95
942:2910,4.25,111.05
942:2911,4.25,111.15
942:2912,4.25,111.25
942:2913,4.25,111.35
942:2914,4.25,111.45
942:2915,4.25,111.55
942:2916,4.25,111.65
942:2917,4.25,111.75
942:2918,4.25,111.85
942:2919,4.25,111.95
942:2920,4.25,112.05
942:2921,4.25,112.15
942:2922,4.25,112.25
942:2923,4.25,112.35
942:2924,4.25,112.45
942:2925,4.25,112.55
942:2926,4.25,112.65
942:2927,4.25,112.75
942:2928,4.25,112.85
942:2929,4.25,112.95
942:2930,4.25,113.05
942:2931,4.25,113.15
942:2932,4.25,113.25
942:2933,4.25,113.35
942:2934,4.25,113.45
942:2935,4.25,113.55
942:2936,4.25,113.65
942:2937,4.25,113.75
942:2938,4.25,113.85
942:2975,4.25,117.55
942:2976,4.25,117.65
942:2978,4.25,117.85
942:2981,4.25,118.15
942:2982,4.25,118.25
942:2983,4.25,118.35
942:2984,4.25,118.45
942:2985,4.25,118.55
942:2986,4.25,118.65
942:2987,4.25,118.75
942:2988,4.25,118.85
942:2989,4.25,118.95
942:2990,4.25,119.05
943:2793,4.35,99.35
943:2794,4.35,99.45
943:2795,4.35,99.55
943:2796,4.35,99.65
943:2797,4.35,99.75
943:2798,4.35,99.85
943:2799,4.35,99.95
943:2800,4.35,100.05
943:2801,4.35,100.15
943:2802,4.35,100.25
943:2803,4.35,100.35
943:2804,4.35,100.45
943:2805,4.35,100.55
943:2835,4.35,103.55
943:2836,4.35,103.65
943:2837,4.35,103.75
943:2838,4.35,103.85
943:2839,4.35,103.95
943:2840,4.35,104.05
943:2841,4.35,104.15
943:2842,4.35,104.25
943:2843,4.35,104.35
943:2844,4.35,104.45
943:2845,4.35,104.55
943:2846,4.35,104.65
943:2847,4.35,104.75
943:2848,4.35,104.85
943:2849,4.35,104.95
943:2900,4.35,110.05
943:2901,4.35,110.15
943:2902,4.35,110.25
943:2903,4.35,110.35
943:2904,4.35,110.45
943:2905,4.35,110.55
943:2906,4.35,110.65
943:2907,4.35,110.75
943:2908,4.35,110.85
943:2909,4.35,110.95
943:2910,4.35,111.05
943:2911,4.35,111.15
943:2912,4.35,111.25
943:2913,4.35,111.35
943:2914,4.35,111.45
943:2915,4.35,111.55
943:2916,4.35,111.65
943:2917,4.35,111.75
943:2918,4.35,111.85
943:2919,4.35,111.95
943:2920,4.35,112.05
943:2921,4.35,112.15
943:2922,4.35,112.25
943:2923,4.35,112.35
943:2924,4.35,112.45
943:2925,4.35,112.55
943:2926,4.35,112.65
943:2927,4.35,112.75
943:2928,4.35,112.85
943:2929,4.35,112.95
943:2930,4.35,113.05
943:2931,4.35,113.15
943:2932,4.35,113.25
943:2933,4.35,113.35
943:2934,4.35,113.45
943:2935,4.35,113.55
943:2936,4.35,113.65
943:2937,4.35,113.75
943:2938,4.35,113.85
943:2939,4.35,113.95
943:2976,4.35,117.65
943:2985,4.35,118.55
943:2986,4.35,118.65
943:2987,4.35,118.75
943:2988,4.35,118.85
943:2989,4.35,118.95
943:2990,4.35,119.05
944:2792,4.45,99.25
944:2793,4.45,99.35
944:2794,4.45,99.45
944:2795,4.45,99.55
944:2796,4.45,99.65
944:2797,4.45,99.75
944:2798,4.45,99.85
944:2799,4.45,99.95
944:2800,4.45,100.05
944:2801,4.45,100.15
944:2802,4.45,100.25
944:2803,4.45,100.35
944:2804,4.45,100.45
944:2805,4.45,100.55
944:2834,4.45,103.45
944:2835,4.45,103.55
944:2836,4.45,103.65
944:2837,4.45,103.75
944:2838,4.45,103.85
944:2839,4.45,103.95
944:2840,4.45,104.05
944:2841,4.45,104.15
944:2842,4.45,104.25
944:2843,4.45,104.35
944:2844,4.45,104.45
944:2845,4.45,104.55
944:2846,4.45,104.65
944:2847,4.45,104.75
944:2848,4.45,104.85
944:2849,4.45,104.95
944:2850,4.45,105.05
944:2900,4.45,110.05
944:2901,4.45,110.15
944:2902,4.45,110.25
944:2903,4.45,110.35
944:2904,4.45,110.45
944:2905,4.45,110.55
944:2906,4.45,110.65
944:2907,4.45,110.75
944:2908,4.45,110.85
944:2909,4.45,110.95
944:2910,4.45,111.05
944:2911,4.45,111.15
944:2912,4.45,111.25
944:2913,4.45,111.35
944:2914,4.45,111.45
944:2915,4.45,111.55
944:2916,4.45,111.65
944:2917,4.45,111.75
944:2918,4.45,111.85
944:2919,4.45,111.95
944:2920,4.45,112.05
944:2921,4.45,112.15
944:2922,4.45,112.25
944:2923,4.45,112.35
944:2924,4.45,112.45
944:2925,4.45,112.55
944:2926,4.45,112.65
944:2927,4.45,112.75
944:2928,4.45,112.85
944:2929,4.45,112.95
944:2930,4.45,113.05
944:2931,4.45,113.15
944:2932,4.45,113.25
944:2933,4.45,113.35
944:2934,4.45,113.45
944:2935,4.45,113.55
944:2936,4.45,113.65
944:2937,4.45,113.75
944:2938,4.45,113.85
944:2939,4.45,113.95
944:2986,4.45,118.65
944:2987,4.45,118.75
944:2988,4.45,118.85
944:2989,4.45,118.95
944:2990,4.45,119.05
945:2791,4.55,99.15
945:2792,4.55,99.25
945:2793,4.55,99.35
945:2794,4.55,99.45
945:2795,4.55,99.55
945:2796,4.55,99.65
945:2797,4.55,99.75
945:2798,4.55,99.85
945:2799,4.55,99.95
945:2800,4.55,100.05
945:2801,4.55,100.15
945:2802,4.55,100.25
945:2803,4.55,100.35
945:2804,4.55,100.45
945:2805,4.55,100.55
945:2835,4.55,103.55
945:2836,4.55,103.65
945:2837,4.55,103.75
945:2838,4.55,103.85
945:2839,4.55,103.95
945:2840,4.55,104.05
945:2841,4.55,104.15
945:2842,4.55,104.25
945:2843,4.55,104.35
945:2844,4.55,104.45
945:2845,4.55,104.55
945:2846,4.55,104.65
945:2847,4.55,104.75
945:2848,4.55,104.85
945:2849,4.55,104.95
945:2850,4.55,105.05
945:2851,4.55,105.15
945:2900,4.55,110.05
945:2901,4.55,110.15
945:2902,4.55,110.25
945:2903,4.55,110.35
945:2904,4.55,110.45
945:2905,4.55,110.55
945:2906,4.55,110.65
945:2907,4.55,110.75
945:2908,4.55,110.85
945:2909,4.55,110.95
945:2910,4.55,111.05
945:2911,4.55,111.15
945:2912,4.55,111.25
945:2913,4.55,111.35
945:2914,4.55,111.45
945:2915,4.55,111.55
945:2916,4.55,111.65
945:2917,4.55,111.75
945:2918,4.55,111.85
945:2919,4.55,111.95
945:2920,4.55,112.05
945:2921,4.55,112.15
945:2922,4.55,112.25
945:2923,4.55,112.35
945:2924,4.55,112.45
945:2925,4.55,112.55
945:2926,4.55,112.65
945:2927,4.55,112.75
945:2928,4.55,112.85
945:2929,4.55,112.95
945:2930,4.55,113.05
945:2931,4.55,113.15
945:2932,4.55,113.25
945:2933,4.55,113.35
945:2934,4.55,113.45
945:2935,4.55,113.55
945:2936,4.55,113.65
945:2937,4.55,113.75
945:2938,4.55,113.85
945:2939,4.55,113.95
945:2986,4.55,118.65
945:2987,4.55,118.75
945:2988,4.55,118.85
945:2989,4.55,118.95
946:2790,4.65,99.05
946:2791,4.65,99.15
946:2792,4.65,99.25
946:2793,4.65,99.35
946:2794,4.65,99.45
946:2795,4.65,99.55
946:2796,4.65,99.65
946:2797,4.65,99.75
946:2798,4.65,99.85
946:2799,4.65,99.95
946:2800,4.65,100.05
946:2801,4.65,100.15
946:2802,4.65,100.25
946:2803,4.65,100.35
946:2804,4.65,100.45
946:2805,4.65,100.55
946:2834,4.65,103.45
946:2835,4.65,103.55
946:2836,4.65,103.65
946:2837,4.65,103.75
946:2838,4.65,103.85
946:2839,4.65,103.95
946:2840,4.65,104.05
946:2841,4.65,104.15
946:2842,4.65,104.25
946:2843,4.65,104.35
946:2844,4.65,104.45
946:2845,4.65,104.55
946:2846,4.65,104.65
946:2847,4.65,104.75
946:2848,4.65,104.85
946:2849,4.65,104.95
946:2850,4.65,105.05
946:2851,4.65,105.15
946:2900,4.65,110.05
946:2901,4.65,110.15
946:2902,4.65,110.25
946:2903,4.65,110.35
946:2904,4.65,110.45
946:2905,4.65,110.55
946:2906,4.65,110.65
946:2907,4.65,110.75
946:2908,4.65,110.85
946:2909,4.65,110.95
946:2910,4.65,111.05
946:2911,4.65,111.15
946:2912,4.65,111.25
946:2913,4.65,111.35
946:2914,4.65,111.45
946:2915,4.65,111.55
946:2916,4.65,111.65
946:2917,4.65,111.75
946:2918,4.65,111.85
946:2919,4.65,111.95
946:2920,4.65,112.05
946:2921,4.65,112.15
946:2922,4.65,112.25
946:2923,4.65,112.35
946:2924,4.65,112.45
946:2925,4.65,112.55
946:2926,4.65,112.65
946:2927,4.65,112.75
946:2928,4.65,112.85
946:2929,4.65,112.95
946:2930,4.65,113.05
946:2931,4.65,113.15
946:2932,4.65,113.25
946:2933,4.65,113.35
946:2934,4.65,113.45
946:2935,4.65,113.55
946:2936,4.65,113.65
946:2937,4.65,113.75
946:2938,4.65,113.85
946:2939,4.65,113.95
946:2940,4.65,114.05
946:2986,4.65,118.65
946:2987,4.65,118.75
946:2988,4.65,118.85
946:2989,4.65,118.95
947:2789,4.75,98.95
947:2790,4.75,99.05
947:2791,4.75,99.15
947:2792,4.75,99.25
947:2793,4.75,99.35
947:2794,4.75,99.45
947:2795,4.75,99.55
947:2796,4.75,99.65
947:2797,4.75,99.75
947:2798,4.75,99.85
947:2799,4.75,99.95
947:2800,4.75,100.05
947:2801,4.75,100.15
947:2802,4.75,100.25
947:2803,4.75,100.35
947:2804,4.75,100.45
947:2805,4.75,100.55
947:2834,4.75,103.45
947:2835,4.75,103.55
947:2836,4.75,103.65
947:2837,4.75,103.75
947:2838,4.75,103.85
947:2839,4.75,103.95
947:2840,4.75,104.05
947:2841,4.75,104.15
947:2842,4.75,104.25
947:2843,4.75,104.35
947:2844,4.75,104.45
947:2845,4.75,104.55
947:2846,4.75,104.65
947:2847,4.75,104.75
947:2848,4.75,104.85
947:2849,4.75,104.95
947:2850,4.75,105.05
947:2851,4.75,105.15
947:2852,4.75,105.25
947:2900,4.75,110.05
947:2901,4.75,110.15
947:2902,4.75,110.25
947:2903,4.75,110.35
947:2904,4.75,110.45
947:2905,4.75,110.55
947:2906,4.75,110.65
947:2907,4.75,110.75
947:2908,4.75,110.85
947:2909,4.75,110.95
947:2910,4.75,111.05
947:2911,4.75,111.15
947:2912,4.75,111.25
947:2913,4.75,111.35
947:2914,4.75,111.45
947:2915,4.75,111.55
947:2916,4.75,111.65
947:2917,4.75,111.75
947:2918,4.75,111.85
947:2919,4.75,111.95
947:2920,4.75,112.05
947:2921,4.75,112.15
947:2922,4.75,112.25
947:2923,4.75,112.35
947:2924,4.75,112.45
947:2925,4.75,112.55
947:2926,4.75,112.65
947:2927,4.75,112.75
947:2928,4.75,112.85
947:2929,4.75,112.95
947:2930,4.75,113.05
947:2931,4.75,113.15
947:2932,4.75,113.25
947:2933,4.75,113.35
947:2934,4.75,113.45
947:2935,4.75,113.55
947:2936,4.75,113.65
947:2937,4.75,113.75
947:2938,4.75,113.85
947:2939,4.75,113.95
947:2940,4.75,114.05
947:2982,4.75,118.25
947:2983,4.75,118.35
947:2984,4.75,118.45
947:2985,4.75,118.55
947:2986,4.75,118.65
947:2987,4.75,118.75
947:2988,4.75,118.85
947:2989,4.75,118.95
948:2788,4.85,98.85
948:2789,4.85,98.95
948:2790,4.85,99.05
948:2791,4.85,99.15
948:2792,4.85,99.25
948:2793,4.85,99.35
948:2794,4.85,99.45
948:2795,4.85,99.55
948:2796,4.85,99.65
948:2797,4.85,99.75
948:2798,4.85,99.85
948:2799,4.85,99.95
948:2800,4.85,100.05
948:2801,4.85,100.15
948:2802,4.85,100.25
948:2803,4.85,100.35
948:2804,4.85,100.45
948:2805,4.85,100.55
948:2834,4.85,103.45
948:2835,4.85,103.55
948:2836,4.85,103.65
948:2837,4.85,103.75
948:2838,4.85,103.85
948:2839,4.85,103.95
948:2840,4.85,104.05
948:2841,4.85,104.15
948:2842,4.85,104.25
948:2843,4.85,104.35
948:2844,4.85,104.45
948:2845,4.85,104.55
948:2846,4.85,104.65
948:2847,4.85,104.75
948:2848,4.85,104.85
948:2849,4.85,104.95
948:2850,4.85,105.05
948:2851,4.85,105.15
948:2852,4.85,105.25
948:2900,4.85,110.05
948:2901,4.85,110.15
948:2902,4.85,110.25
948:2903,4.85,110.35
948:2904,4.85,110.45
948:2905,4.85,110.55
948:2906,4.85,110.65
948:2907,4.85,110.75
948:2908,4.85,110.85
948:2909,4.85,110.95
948:2910,4.85,111.05
948:2911,4.85,111.15
948:2912,4.85,111.25
948:2913,4.85,111.35
948:2914,4.85,111.45
948:2915,4.85,111.55
948:2916,4.85,111.65
948:2917,4.85,111.75
948:2918,4.85,111.85
948:2919,4.85,111.95
948:2920,4.85,112.05
948:2921,4.85,112.15
948:2922,4.85,112.25
948:2923,4.85,112.35
948:2924,4.85,112.45
948:2925,4.85,112.55
948:2926,4.85,112.65
948:2927,4.85,112.75
948:2928,4.85,112.85
948:2929,4.85,112.95
948:2930,4.85,113.05
948:2931,4.85,113.15
948:2932,4.85,113.25
948:2933,4.85,113.35
948:2934,4.85,113.45
948:2935,4.85,113.55
948:2936,4.85,113.65
948:2937,4.85,113.75
948:2938,4.85,113.85
948:2950,4.85,115.05
948:2981,4.85,118.15
948:2982,4.85,118.25
948:2983,4.85,118.35
948:2984,4.85,118.45
948:2985,4.85,118.55
948:2986,4.85,118.65
948:2987,4.85,118.75
948:2988,4.85,118.85
948:2989,4.85,118.95
948:2990,4.85,119.05
949:2787,4.95,98.75
949:2788,4.95,98.85
949:2789,4.95,98.95
949:2790,4.95,99.05
949:2791,4.95,99.15
949:2792,4.95,99.25
949:2793,4.95,99.35
949:2794,4.95,99.45
949:2795,4.95,99.55
949:2796,4.95,99.65
949:2797,4.95,99.75
949:2798,4.95,99.85
949:2799,4.95,99.95
949:2800,4.95,100.05
949:2801,4.95,100.15
949:2802,4.95,100.25
949:2803,4.95,100.35
949:2833,4.95,103.35
949:2834,4.95,103.45
949:2835,4.95,103.55
949:2836,4.95,103.65
949:2837,4.95,103.75
949:2838,4.95,103.85
949:2839,4.95,103.95
949:2840,4.95,104.05
949:2841,4.95,104.15
949:2842,4.95,104.25
949:2843,4.95,104.35
949:2844,4.95,104.45
949:2845,4.95,104.55
949:2846,4.95,104.65
949:2847,4.95,104.75
949:2848,4.95,104.85
949:2849,4.95,104.95
949:2850,4.95,105.05
949:2851,4.95,105.15
949:2852,4.95,105.25
949:2853,4.95,105.35
949:2900,4.95,110.05
949:2901,4.95,110.15
949:2902,4.95,110.25
949:2903,4.95,110.35
949:2904,4.95,110.45
949:2905,4.95,110.55
949:2906,4.95,110.65
949:2907,4.95,110.75
949:2908,4.95,110.85
949:2909,4.95,110.95
949:2910,4.95,111.05
949:2911,4.95,111.15
949:2912,4.95,111.25
949:2913,4.95,111.35
949:2914,4.95,111.45
949:2915,4.95,111.55
949:2916,4.95,111.65
949:2917,4.95,111.75
949:2918,4.95,111.85
949:2919,4.95,111.95
949:2920,4.95,112.05
949:2921,4.95,112.15
949:2922,4.95,112.25
949:2923,4.95,112.35
949:2924,4.95,112.45
949:2925,4.95,112.55
949:2926,4.95,112.65
949:2927,4.95,112.75
949:2928,4.95,112.85
949:2929,4.95,112.95
949:2930,4.95,113.05
949:2931,4.95,113.15
949:2932,4.95,113.25
949:2933,4.95,113.35
949:2934,4.95,113.45
949:2935,4.95,113.55
949:2936,4.95,113.65
949:2937,4.95,113.75
949:2951,4.95,115.15
949:2952,4.95,115.25
949:2953,4.95,115.35
949:2982,4.95,118.25
949:2983,4.95,118.35
949:2984,4.95,118.45
949:2985,4.95,118.55
949:2987,4.95,118.75
949:2988,4.95,118.85
949:2989,4.95,118.95
949:2990,4.95,119.05
949:2991,4.95,119.15
950:2786,5.05,98.65
950:2787,5.05,98.75
950:2788,5.05,98.85
950:2789,5.05,98.95
950:2790,5.05,99.05
950:2791,5.05,99.15
950:2792,5.05,99.25
950:2793,5.05,99.35
950:2794,5.05,99.45
950:2795,5.05,99.55
950:2796,5.05,99.65
950:2797,5.05,99.75
950:2798,5.05,99.85
950:2799,5.05,99.95
950:2800,5.05,100.05
950:2801,5.05,100.15
950:2802,5.05,100.25
950:2803,5.05,100.35
950:2833,5.05,103.35
950:2834,5.05,103.45
950:2835,5.05,103.55
950:2836,5.05,103.65
950:2837,5.05,103.75
950:2838,5.05,103.85
950:2839,5.05,103.95
950:2840,5.05,104.05
950:2841,5.05,104.15
950:2842,5.05,104.25
950:2843,5.05,104.35
950:2844,5.05,104.45
950:2845,5.05,104.55
950:2846,5.05,104.65
950:2847,5.05,104.75
950:2848,5.05,104.85
950:2849,5.05,104.95
950:2850,5.05,105.05
950:2851,5.05,105.15
950:2852,5.05,105.25
950:2853,5.05,105.35
950:2854,5.05,105.45
950:2900,5.05,110.05
950:2901,5.05,110.15
950:2902,5.05,110.25
950:2903,5.05,110.35
950:2904,5.05,110.45
950:2905,5.05,110.55
950:2906,5.05,110.65
950:2907,5.05,110.75
950:2908,5.05,110.85
950:2909,5.05,110.95
950:2910,5.05,111.05
950:2911,5.05,111.15
950:2912,5.05,111.25
950:2913,5.05,111.35
950:2914,5.05,111.45
950:2915,5.05,111.55
950:2916,5.05,111.65
950:2917,5.05,111.75
950:2918,5.05,111.85
950:2919,5.05,111.95
950:2920,5.05,112.05
950:2921,5.05,112.15
950:2922,5.05,112.25
950:2923,5.05,112.35
950:2924,5.05,112.45
950:2925,5.05,112.55
950:2926,5.05,112.65
950:2927,5.05,112.75
950:2928,5.05,112.85
950:2929,5.05,112.95
950:2930,5.05,113.05
950:2931,5.05,113.15
950:2932,5.05,113.25
950:2933,5.05,113.35
950:2934,5.05,113.45
950:2935,5.05,113.55
950:2936,5.05,113.65
950:2952,5.05,115.25
950:2953,5.05,115.35
950:2954,5.05,115.45
950:2990,5.05,119.05
950:2991,5.05,119.15
950:2992,5.05,119.25
951:2785,5.15,98.55
951:2786,5.15,98.65
951:2787,5.15,98.75
951:2788,5.15,98.85
951:2789,5.15,98.95
951:2790,5.15,99.05
951:2791,5.15,99.15
951:2792,5.15,99.25
951:2793,5.15,99.35
951:2794,5.15,99.45
951:2795,5.15,99.55
951:2796,5.15,99.65
951:2797,5.15,99.75
951:2798,5.15,99.85
951:2799,5.15,99.95
951:2800,5.15,100.05
951:2801,5.15,100.15
951:2802,5.15,100.25
951:2803,5.15,100.35
951:2832,5.15,103.25
951:2833,5.15,103.35
951:2834,5.15,103.45
951:2835,5.15,103.55
951:2836,5.15,103.65
951:2837,5.15,103.75
951:2838,5.15,103.85
951:2839,5.15,103.95
951:2840,5.15,104.05
951:2841,5.15,104.15
951:2842,5.15,104.25
951:2843,5.15,104.35
951:2844,5.15,104.45
951:2845,5.15,104.55
951:2846,5.15,104.65
951:2847,5.15,104.75
951:2848,5.15,104.85
951:2849,5.15,104.95
951:2850,5.15,105.05
951:2851,5.15,105.15
951:2852,5.15,105.25
951:2853,5.15,105.35
951:2854,5.15,105.45
951:2900,5.15,110.05
951:2901,5.15,110.15
951:2902,5.15,110.25
951:2903,5.15,110.35
951:2904,5.15,110.45
951:2905,5.15,110.55
951:2906,5.15,110.65
951:2907,5.15,110.75
951:2908,5.15,110.85
951:2909,5.15,110.95
951:2910,5.15,111.05
951:2911,5.15,111.15
951:2912,5.15,111.25
951:2913,5.15,111.35
951:2914,5.15,111.45
951:2915,5.15,111.55
951:2916,5.15,111.65
951:2917,5.15,111.75
951:2918,5.15,111.85
951:2919,5.15,111.95
951:2920,5.15,112.05
951:2921,5.15,112.15
951:2922,5.15,112.25
951:2923,5.15,112.35
951:2924,5.15,112.45
951:2925,5.15,112.55
951:2926,5.15,112.65
951:2927,5.15,112.75
951:2928,5.15,112.85
951:2929,5.15,112.95
951:2930,5.15,113.05
951:2931,5.15,113.15
951:2932,5.15,113.25
951:2933,5.15,113.35
951:2934,5.15,113.45
951:2935,5.15,113.55
951:2951,5.15,115.15
951:2952,5.15,115.25
951:2953,5.15,115.35
951:2954,5.15,115.45
951:2955,5.15,115.55
951:2992,5.15,119.25
951:2993,5.15,119.35
952:2784,5.25,98.45
952:2785,5.25,98.55
952:2786,5.25,98.65
952:2787,5.25,98.75
952:2788,5.25,98.85
952:2789,5.25,98.95
952:2790,5.25,99.05
952:2791,5.25,99.15
952:2792,5.25,99.25
952:2793,5.25,99.35
952:2794,5.25,99.45
952:2795,5.25,99.55
952:2796,5.25,99.65
952:2797,5.25,99.75
952:2798,5.25,99.85
952:2799,5.25,99.95
952:2800,5.25,100.05
952:2801,5.25,100.15
952:2802,5.25,100.25
952:2803,5.25,100.35
952:2832,5.25,103.25
952:2833,5.25,103.35
952:2834,5.25,103.45
952:2835,5.25,103.55
952:2836,5.25,103.65
952:2837,5.25,103.75
952:2838,5.25,103.85
952:2839,5.25,103.95
952:2840,5.25,104.05
952:2841,5.25,104.15
952:2842,5.25,104.25
952:2843,5.25,104.35
952:2844,5.25,104.45
952:2845,5.25,104.55
952:2846,5.25,104.65
952:2847,5.25,104.75
952:2848,5.25,104.85
952:2849,5.25,104.95
952:2850,5.25,105.05
952:2851,5.25,105.15
952:2852,5.25,105.25
952:2853,5.25,105.35
952:2854,5.25,105.45
952:2855,5.25,105.55
952:2900,5.25,110.05
952:2901,5.25,110.15
952:2902,5.25,110.25
952:2903,5.25,110.35
952:2904,5.25,110.45
952:2905,5.25,110.55
952:2906,5.25,110.65
952:2907,5.25,110.75
952:2908,5.25,110.85
952:2909,5.25,110.95
952:2910,5.25,111.05
952:2911,5.25,111.15
952:2912,5.25,111.25
952:2913,5.25,111.35
952:2914,5.25,111.45
952:2915,5.25,111.55
952:2916,5.25,111.65
952:2917,5.25,111.75
952:2918,5.25,111.85
952:2919,5.25,111.95
952:2920,5.25,112.05
952:2921,5.25,112.15
952:2922,5.25,112.25
952:2923,5.25,112.35
952:2924,5.25,112.45
952:2925,5.25,112.55
952:2926,5.25,112.65
952:2927,5.25,112.75
952:2928,5.25,112.85
952:2929,5.25,112.95
952:2930,5.25,113.05
952:2931,5.25,113.15
952:2932,5.25,113.25
952:2933,5.25,113.35
952:2934,5.25,113.45
952:2950,5.25,115.05
952:2951,5.25,115.15
952:2952,5.25,115.25
952:2953,5.25,115.35
952:2993,5.25,119.35
952:2994,5.25,119.45
953:2784,5.35,98.45
953:2785,5.35,98.55
953:2786,5.35,98.65
953:2787,5.35,98.75
953:2788,5.35,98.85
953:2789,5.35,98.95
953:2790,5.35,99.05
953:2791,5.35,99.15
953:2792,5.35,99.25
953:2793,5.35,99.35
953:2794,5.35,99.45
953:2795,5.35,99.55
953:2796,5.35,99.65
953:2797,5.35,99.75
953:2798,5.35,99.85
953:2799,5.35,99.95
953:2800,5.35,100.05
953:2801,5.35,100.15
953:2803,5.35,100.35
953:2831,5.35,103.15
953:2832,5.35,103.25
953:2833,5.35,103.35
