cell_id,latitude,longitude,relative_occurrence_score,species_slug,scientific_name,selected_model
920:2900,2.05,110.05,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2901,2.05,110.15,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2902,2.05,110.25,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2903,2.05,110.35,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2904,2.05,110.45,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2905,2.05,110.55,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2906,2.05,110.65,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2907,2.05,110.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2908,2.05,110.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2909,2.05,110.95,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2910,2.05,111.05,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
920:2911,2.05,111.15,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2819,2.15,101.95,0.6450491530018919,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2820,2.15,102.05,0.647402225918675,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2821,2.15,102.15,0.647402225918675,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2822,2.15,102.25,0.6805929240261641,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2840,2.15,104.05,0.7055987277421315,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2841,2.15,104.15,0.8150247710881837,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2842,2.15,104.25,0.7733168179851968,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2843,2.15,104.35,0.49586516558636945,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2844,2.15,104.45,0.3235824354007126,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2845,2.15,104.55,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2846,2.15,104.65,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2847,2.15,104.75,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2848,2.15,104.85,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2849,2.15,104.95,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2850,2.15,105.05,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2897,2.15,109.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2898,2.15,109.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2899,2.15,109.95,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2900,2.15,110.05,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2901,2.15,110.15,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2902,2.15,110.25,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2903,2.15,110.35,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2904,2.15,110.45,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2905,2.15,110.55,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2906,2.15,110.65,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2907,2.15,110.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2908,2.15,110.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2909,2.15,110.95,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2910,2.15,111.05,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2911,2.15,111.15,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2912,2.15,111.25,0.3117681219014613,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2913,2.15,111.35,0.3132054205531735,ocellaris_clownfish,Amphiprion ocellaris,random_forest
921:2920,2.15,112.05,0.32492940084883276,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2818,2.25,101.85,0.637548514071639,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2819,2.25,101.95,0.6450491530018919,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2820,2.25,102.05,0.647402225918675,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2840,2.25,104.05,0.7055987277421315,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2841,2.25,104.15,0.8150247710881837,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2842,2.25,104.25,0.7733168179851968,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2843,2.25,104.35,0.49586516558636945,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2844,2.25,104.45,0.3235824354007126,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2845,2.25,104.55,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2846,2.25,104.65,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2847,2.25,104.75,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2848,2.25,104.85,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2849,2.25,104.95,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2897,2.25,109.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2898,2.25,109.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2899,2.25,109.95,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2900,2.25,110.05,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2901,2.25,110.15,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2902,2.25,110.25,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2903,2.25,110.35,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2904,2.25,110.45,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2905,2.25,110.55,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2906,2.25,110.65,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2907,2.25,110.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2908,2.25,110.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2909,2.25,110.95,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2910,2.25,111.05,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
922:2911,2.25,111.15,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2817,2.35,101.75,0.6266418629656494,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2818,2.35,101.85,0.637548514071639,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2819,2.35,101.95,0.6450491530018919,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2839,2.35,103.95,0.6764942331122458,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2840,2.35,104.05,0.7055987277421315,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2841,2.35,104.15,0.8150247710881837,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2842,2.35,104.25,0.7733168179851968,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2843,2.35,104.35,0.49586516558636945,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2844,2.35,104.45,0.3235824354007126,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2845,2.35,104.55,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2846,2.35,104.65,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2847,2.35,104.75,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2848,2.35,104.85,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2849,2.35,104.95,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2897,2.35,109.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2898,2.35,109.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2899,2.35,109.95,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2900,2.35,110.05,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2901,2.35,110.15,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2902,2.35,110.25,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2903,2.35,110.35,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2904,2.35,110.45,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2905,2.35,110.55,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2906,2.35,110.65,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2907,2.35,110.75,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2908,2.35,110.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2909,2.35,110.95,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2910,2.35,111.05,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2911,2.35,111.15,0.31111643650820286,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2912,2.35,111.25,0.3117681219014613,ocellaris_clownfish,Amphiprion ocellaris,random_forest
923:2913,2.35,111.35,0.3132054205531735,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2815,2.45,101.55,0.5626833138825528,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2816,2.45,101.65,0.5633926080824131,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2817,2.45,101.75,0.6266418629656494,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2818,2.45,101.85,0.637548514071639,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2838,2.45,103.85,0.6763074040438324,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2839,2.45,103.95,0.6764942331122458,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2840,2.45,104.05,0.7055987277421315,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2841,2.45,104.15,0.8150247710881837,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2842,2.45,104.25,0.7733168179851968,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2843,2.45,104.35,0.49586516558636945,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2844,2.45,104.45,0.3235824354007126,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2845,2.45,104.55,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2846,2.45,104.65,0.3111511299658157,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2847,2.45,104.75,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2848,2.45,104.85,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2849,2.45,104.95,0.3105476386939952,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2898,2.45,109.85,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2899,2.45,109.95,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2900,2.45,110.05,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2901,2.45,110.15,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2902,2.45,110.25,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
924:2903,2.45,110.35,0.3098864365082029,ocellaris_clownfish,Amphiprion ocellaris,random_forest
