cell_id,latitude,longitude,relative_occurrence_score,species_slug,scientific_name,selected_model
921:2844,2.15,104.45,0.21088654712494664,green_sea_turtle,Chelonia mydas,random_forest
921:2845,2.15,104.55,0.23690251711769755,green_sea_turtle,Chelonia mydas,random_forest
921:2846,2.15,104.65,0.24126054422236737,green_sea_turtle,Chelonia mydas,random_forest
921:2847,2.15,104.75,0.239011105976727,green_sea_turtle,Chelonia mydas,random_forest
921:2848,2.15,104.85,0.23839442368994165,green_sea_turtle,Chelonia mydas,random_forest
921:2849,2.15,104.95,0.2124828887415947,green_sea_turtle,Chelonia mydas,random_forest
921:2850,2.15,105.05,0.22826158042813657,green_sea_turtle,Chelonia mydas,random_forest
921:2897,2.15,109.75,0.010893382739551542,green_sea_turtle,Chelonia mydas,random_forest
921:2898,2.15,109.85,0.010893382739551542,green_sea_turtle,Chelonia mydas,random_forest
921:2899,2.15,109.95,0.010893382739551542,green_sea_turtle,Chelonia mydas,random_forest
921:2900,2.15,110.05,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2901,2.15,110.15,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2902,2.15,110.25,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2903,2.15,110.35,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2904,2.15,110.45,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2905,2.15,110.55,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2906,2.15,110.65,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2907,2.15,110.75,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2908,2.15,110.85,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2909,2.15,110.95,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2910,2.15,111.05,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2911,2.15,111.15,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
921:2912,2.15,111.25,0.009406466612415395,green_sea_turtle,Chelonia mydas,random_forest
